Station Pair ID,From Name,From Address,To Name,To Address,Distance in Miles
788,"Fremont Station","2000 BART Way, Fremont, CA 94536","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",18.68
789,"Fremont Station","2000 BART Way, Fremont, CA 94536","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",37.72
790,"Fremont Station","2000 BART Way, Fremont, CA 94536","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",36.41
791,"Fremont Station","2000 BART Way, Fremont, CA 94536","Embarcadero Station","298 Market Street, San Francisco, CA 94111",36.88
792,"Fremont Station","2000 BART Way, Fremont, CA 94536","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",24.5
793,"Fremont Station","2000 BART Way, Fremont, CA 94536","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",43.21
794,"Fremont Station","2000 BART Way, Fremont, CA 94536","Hayward Station","699 'B' Street, Hayward, CA 94541",14.75
795,"Fremont Station","2000 BART Way, Fremont, CA 94536","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",36.5
796,"Fremont Station","2000 BART Way, Fremont, CA 94536","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",26.64
797,"Fremont Station","2000 BART Way, Fremont, CA 94536","MacArthur Station","555 40th Street, Oakland, CA 94609",29.4
798,"Fremont Station","2000 BART Way, Fremont, CA 94536","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",31.66
799,"Fremont Station","2000 BART Way, Fremont, CA 94536","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",37.35
800,"Fremont Station","2000 BART Way, Fremont, CA 94536","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",34.7
801,"Fremont Station","2000 BART Way, Fremont, CA 94536","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",42.56
802,"Fremont Station","2000 BART Way, Fremont, CA 94536","Orinda Station","11 Camino Pablo, Orinda, CA 94563",36.15
803,"Fremont Station","2000 BART Way, Fremont, CA 94536","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",47.05
804,"Fremont Station","2000 BART Way, Fremont, CA 94536","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",35.89
805,"Fremont Station","2000 BART Way, Fremont, CA 94536","Powell St. Station","899 Market Street, San Francisco, CA 94102",37.34
806,"Fremont Station","2000 BART Way, Fremont, CA 94536","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",39.28
807,"Fremont Station","2000 BART Way, Fremont, CA 94536","Rockridge Station","5660 College Avenue, Oakland, CA 94618",30.92
808,"Fremont Station","2000 BART Way, Fremont, CA 94536","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",35.46
809,"Fremont Station","2000 BART Way, Fremont, CA 94536","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",36.07
810,"Fremont Station","2000 BART Way, Fremont, CA 94536","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",19.82
811,"Fremont Station","2000 BART Way, Fremont, CA 94536","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",8.6
812,"Fremont Station","2000 BART Way, Fremont, CA 94536","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",37.57
813,"Fremont Station","2000 BART Way, Fremont, CA 94536","Union City Station","10 Union Square, Union City, CA 94587",4.54
814,"Fremont Station","2000 BART Way, Fremont, CA 94536","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",34.21
815,"Fremont Station","2000 BART Way, Fremont, CA 94536","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",18.94
816,"Fremont Station","2000 BART Way, Fremont, CA 94536","West Oakland Station","1451 7th Street, Oakland, CA 94607",29.18
817,"Fruitvale Station","3401 East 12th Street, Oakland, CA 94601","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",3.93
818,"Fruitvale Station","3401 East 12th Street, Oakland, CA 94601","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",15.72
819,"Fruitvale Station","3401 East 12th Street, Oakland, CA 94601","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",4.96
820,"Fruitvale Station","3401 East 12th Street, Oakland, CA 94601","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",16.86
821,"Fruitvale Station","3401 East 12th Street, Oakland, CA 94601","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",7.87
822,"Fruitvale Station","3401 East 12th Street, Oakland, CA 94601","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",19.47
823,"Fruitvale Station","3401 East 12th Street, Oakland, CA 94601","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",9.49
824,"Fruitvale Station","3401 East 12th Street, Oakland, CA 94601","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",11.73
