Station Pair ID,From Name,From Address,To Name,To Address,Distance in Miles
200,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","Orinda Station","11 Camino Pablo, Orinda, CA 94563",7.41
201,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",27.14
202,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",15.99
203,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","Powell St. Station","899 Market Street, San Francisco, CA 94102",11.1
204,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",9.29
205,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","Rockridge Station","5660 College Avenue, Oakland, CA 94618",1.94
206,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",22.71
207,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",23.61
208,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",13.24
209,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",22.02
210,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",22.04
211,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","Union City Station","10 Union Square, Union City, CA 94587",25.4
212,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",14.32
213,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",26.75
214,"Ashby Station","3100 Adeline Street, Berkeley, CA 94703","West Oakland Station","1451 7th Street, Oakland, CA 94607",5.73
215,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",16.19
216,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",3.79
217,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",15.66
218,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",2.91
219,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",16.09
220,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",28.13
221,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",30.34
222,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",6.09
223,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",21.73
224,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Colma Station","365 D Street, Colma, CA 94014",3.06
225,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Concord Station","1451 Oakland Avenue, Concord, CA 94520",34.47
226,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",1.74
227,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",17.78
228,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",40.29
229,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",20.31
230,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",19.0
231,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Embarcadero Station","298 Market Street, San Francisco, CA 94111",7.64
232,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Fremont Station","2000 BART Way, Fremont, CA 94536",43.79
233,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",19.43
234,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",1.67
235,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Hayward Station","699 'B' Street, Hayward, CA 94541",30.29
236,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",25.39
237,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",17.11
238,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","MacArthur Station","555 40th Street, Oakland, CA 94609",14.72
239,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",12.97
240,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",6.97
241,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",17.29
242,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",36.93
243,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Orinda Station","11 Camino Pablo, Orinda, CA 94563",21.68
244,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",41.42
245,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",30.26
246,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Powell St. Station","899 Market Street, San Francisco, CA 94102",6.51
247,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",21.87
248,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Rockridge Station","5660 College Avenue, Oakland, CA 94618",16.45
249,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",9.41
250,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",11.94
251,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",24.86
252,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",34.65
253,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",5.03
254,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Union City Station","10 Union Square, Union City, CA 94587",38.03
255,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",28.6
256,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",39.1
257,"Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112","West Oakland Station","1451 7th Street, Oakland, CA 94607",14.56
258,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",12.91
259,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",24.7
260,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",13.94
261,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",25.84
262,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",15.92
263,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",28.45
264,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546",4.5
265,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",23.41
266,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",7.48
267,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Colma Station","365 D Street, Colma, CA 94014",33.25
268,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Concord Station","1451 Oakland Avenue, Concord, CA 94520",29.91
269,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Daly City Station","500 John Daly Blvd., Daly City, CA 94014",30.49
270,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Downtown Berkeley Station","2160 Shattuck Avenue, Berkeley, CA 94704",17.11
271,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","DublinPleasanton Station","5801 Owens Dr., Pleasanton, CA 94588",14.46
272,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","El Cerrito del Norte Station","6400 Cutting Blvd., El Cerrito, CA 94530",22.56
273,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","El Cerrito Plaza Station","6699 Fairmount Avenue, El Cerrito, CA 94530",21.24
274,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Embarcadero Station","298 Market Street, San Francisco, CA 94111",22.67
275,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Fremont Station","2000 BART Way, Fremont, CA 94536",16.98
276,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Fruitvale Station","3401 East 12th Street, Oakland, CA 94601",10.29
277,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Glen Park Station","2901 Diamond Street, San Francisco, CA 94131",27.58
278,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Hayward Station","699 'B' Street, Hayward, CA 94541",3.5
279,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Lafayette Station","3601 Deer Hill Road, Lafayette, CA 94549",20.83
280,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Lake Merritt Station","800 Madison Street, Oakland, CA 94607",12.44
281,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","MacArthur Station","555 40th Street, Oakland, CA 94609",14.68
282,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Millbrae Station","200 North Rollins Road, Millbrae, CA 94030",24.36
283,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Montgomery St. Station","598 Market Street, San Francisco, CA 94104",23.15
284,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","North Berkeley Station","1750 Sacramento Street, Berkeley, CA 94702",19.54
285,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","North ConcordMartinez Station","3700 Port Chicago Highway, Concord, CA 94520",32.38
286,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Orinda Station","11 Camino Pablo, Orinda, CA 94563",17.13
287,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","PittsburgBay Point Station","1700 West Leland Road, Pittsburg, CA 94565",36.86
288,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Pleasant HillContra Costa Centre Station","1365 Treat Blvd., Walnut Creek, CA 94597",25.7
289,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Powell St. Station","899 Market Street, San Francisco, CA 94102",23.14
290,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Richmond Station","1700 Nevin Avenue, Richmond, CA 94801",24.11
291,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Rockridge Station","5660 College Avenue, Oakland, CA 94618",14.63
292,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","San Bruno Station","1151 Huntington Avenue, San Bruno, CA 94066",28.16
293,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","San Francisco Int'l Airport Station","International Terminal, Level 3, San Francisco Int'l Airport, CA 94128",28.77
294,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","San Leandro Station","1401 San Leandro Blvd., San Leandro, CA 94577",3.32
295,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","South Hayward Station","28601 Dixon Street, Hayward, CA 94544",7.84
296,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","South San Francisco Station","1333 Mission Road, South San Francisco, CA 94080",30.27
297,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Union City Station","10 Union Square, Union City, CA 94587",11.21
298,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","Walnut Creek Station","200 Ygnacio Valley Road, Walnut Creek, CA 94596",24.04
299,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","West DublinPleasanton Station","6501 Golden Gate Drive, Dublin, CA 94568",13.27
300,"Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578","West Oakland Station","1451 7th Street, Oakland, CA 94607",14.97
301,"Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546","12th St. Oakland City Center Station","1245 Broadway, Oakland, CA 94612",14.85
302,"Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546","16th St. Mission Station","2000 Mission Street, San Francisco, CA 94110",26.5
303,"Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546","19th St. Oakland Station","1900 Broadway, Oakland, CA 94612",17.11
304,"Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546","24th St. Mission Station","2800 Mission Street, San Francisco, CA 94110",27.64
305,"Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546","Ashby Station","3100 Adeline Street, Berkeley, CA 94703",17.88
306,"Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546","Balboa Park Station","401 Geneva Avenue, San Francisco, CA 94112",30.25
307,"Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546","Bay Fair Station","15242 Hesperian Blvd., San Leandro, CA 94578",4.07
308,"Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546","Civic CenterUN Plaza Station","1150 Market Street, San Francisco, CA 94102",25.21
309,"Castro Valley Station","3301 Norbridge Dr., Castro Valley, CA 94546","ColiseumOakland Airport Station","7200 San Leandro St., Oakland, CA 94621",9.42
